principal component 1,principal component 2
-0.9787277095748965,0.2572803231547478
-0.4106310598779842,-0.35590004676758424
-0.7150063627245671,0.7124242723229276
0.10590363624819893,1.0715942477902891
-0.7545488249917596,0.36595004280933574
-0.11618266622859497,-1.0418271233351275
-0.711873927841058,0.7141055803778551
-0.36330149688693586,-0.3352784752047313
-0.2782985180314245,-0.5136874291036069
-0.2644821921220493,-1.0088825610196257
0.11403645863755824,1.0772370054666056
-0.8314482150305365,0.13099446267347184
-0.4154580873750221,-0.35076736829192795
0.5922627045571951,0.10532312665629898
-0.3090566027943549,-0.25612961519398986
0.6738554695302119,-0.015107039201955413
0.6338015006187225,0.4550217804177318
-0.7547304443465921,0.3707094609327316
-0.7585542972321448,0.3619798631782597
0.17865561852285827,-0.06277669989334947
-0.5956599248106229,-0.164280012221602
0.6964974555655614,-0.756872397686372
-0.12403137600946532,-1.046242894178218
0.535266513695466,-0.026251444477382674
0.6304855063082799,0.45295504886606586
0.5954871535769373,0.10698424725170927
0.5295034914590062,0.11364826772015105
0.6371789220242883,0.45609183520043106
0.4525988332393501,-0.22194053336452382
0.6729881278487573,-0.015610188991785068
0.5901958493080148,0.10372658625277861
-0.18436235117700234,-0.8895377709037828
-0.27130361349129734,-0.012006617657778246
0.5317182527818511,0.11423555245851477
0.6311172659359521,0.4519180661259936
0.6747743256431669,-0.013880864349710725
-0.33901018557819823,-0.4055130127715758
-0.8181511330786109,0.3733599362713532
-0.7105734823312808,0.7133470730937016
0.5947845488994619,0.10675977708975062
0.649210828970183,0.109827900392402
0.6237416771870352,-0.2747280256995756
0.5931340234150437,0.10575581871107162
-0.3968583324341791,-0.622773716724393
0.14560483481069664,0.3190576932406155
0.6272137210993027,0.4502201854175436
-0.12917469206868082,-0.7584182458992418
0.47636976103880563,0.48117869429711135
0.630106085882473,0.45282558934811745
-0.035249875277451076,-0.8837249802530261
0.6149983504139243,-0.5666265914427233
0.11217516313996329,1.0768796223183728
0.5306637556807128,0.021642656026107515
-0.8179017715834029,0.37338383015162346
0.5908062534762799,0.10397325766056928
-0.42699210910761576,-0.36524914020350524
0.5887153952865107,0.10491706194839881
0.11833146054699861,1.0803411101845746
0.6179284572560768,0.011393529557913978
-0.4132885235099326,-0.3558518146250592
0.6639984299096635,-0.30658376153603406
0.5953022524624525,0.10688763847783192
-0.6756908664105816,0.2434711165817959
-0.7237204711831141,0.712154338089418
-0.7594156878243823,0.3604932400497294
-0.26867885725672314,-1.0612821287215781
0.5918375166615646,0.10459913004135232
-0.7111159133432718,0.7151874827971175
-0.7483963837551111,0.37022608254588407
-0.7915476227833789,-0.5303309873576387
-0.283768665646592,-0.5191630518883917
0.0751240488370381,0.7308618374047615
0.6504088219904445,0.10914806839184518
0.6266983029468653,0.4502363002601012
0.06368866151621883,0.72218002661439
-0.2571736316986635,-1.0543744992247368
-0.3246767263239021,-0.3897762740733035
0.6999223203681082,-0.6848081037869838
0.6634627834468267,-0.3085982203882032
0.533040822505948,0.11639139969079107
0.704936039229406,0.3274589589626311
0.09134432056542335,0.7305538947503621
0.6313906731483514,0.45328598144730414
0.07234838269808463,0.7303993237018879
0.6296128265093444,0.452350895921666
0.48528706594991616,-0.23577866443893847
-0.821887378512038,0.3687727615682027
-0.7630384337052287,0.3702555731183945
-0.2049485687312684,-0.9231662351825258
0.5901309077277626,0.10521635451971464
0.5870191249870476,-0.5423160655233787
-0.7949094194399771,0.476258274602938
0.11253509166939812,1.076473770543748
-0.2681177028084376,-1.0116409418274586
0.07640555937421312,0.732444853019117
0.6758972153967839,-0.012757541560821345
-0.2093220211280432,-0.9281117183488169
-0.32935396199846056,-0.3920525104799274
0.6645269875559823,-0.3080933420983687
-0.6940409390258391,0.5084744247512103
-0.770677036673578,0.3650462459424171
-0.1878217001117417,-0.8933779992965163
-0.7499439864128064,0.3680978247503365
0.6270502894594803,0.4504644001695082
0.07492568350084089,0.7307521335412002
-0.9119703693497752,0.3321626003464724
-0.32960043657801663,-0.39243442146401625
0.13401574768393681,0.30844698069058885
0.6086848872371025,-0.1455361196604409
0.7550458323615408,-0.4179833351595481
-0.7824157672225851,-0.09350789068013729
0.6107994039547482,0.007757597545193673
0.594491904175839,0.10719816720865025
-0.7503929183234581,0.36934140617196165
-0.3205273835773428,-0.38534781143043
0.6726269670205807,-0.01607951417371012
-0.7212977480168149,0.7136019516211151
-0.7556439577516996,0.3638678228009833
0.0017104429176600378,0.6394786839648212
0.5950335066134476,0.10920503888143432
-0.7260982442970465,0.7154428944420379
0.6602323164290718,0.3608013691140889
0.5923273940023421,0.10622949320484656
-0.7458012257339761,0.37154354388325206
-0.4208091923905678,-0.36167431707388836
0.5890542806528838,0.10474507549306192
-0.325036270830992,-0.3885812495671558
-0.7185902168862737,0.7137713646094817
0.5888234515237991,0.10315174832619536
0.6285356028430307,0.45040877945212465
-0.1641376003587474,-0.671909927807044
0.06646240864684694,0.7237255135412015
-0.32280332759029035,-0.3877130335204424
-0.753838478709153,0.3653068715181661
-0.3267476656509009,-0.3881795210286064
-0.3303354643866159,-0.39024979478270905
0.5922875026645589,0.10379394695185659
0.5462144839987255,-0.15178178858710245
0.6259441659642759,0.4502028669907141
-0.7501536477306344,0.3694081636330835
0.5890985790933767,0.10494679634419882
0.5792759853998866,0.09535865575606559
-0.7491288880583917,0.369673933075485
0.1830756026697361,-0.06032735841192735
-0.364056788564756,-0.3373234871799925
0.5939716757841143,0.10655835609471945
0.5842788304219177,0.10202032574199973
0.7484594145796075,-0.4259024018036527
0.5235473259051071,0.0076910148884935525
0.6414345453073136,0.19826922446635073
0.5163082460019572,-0.12891142997981167
-0.7858373025390311,-0.09965841197058237
0.5983361659013,0.11753346392995581
0.5826254689208221,0.01893190678398529
0.07342750617514615,0.7312159981381567
-0.7014878944072961,0.3649025069836528
-0.3644543055528409,-0.3376409197555016
0.6946806032934587,-0.11251190677912087
-0.3774823852299584,-0.8285224456270361
0.722397586454345,-0.3029435304006054
-0.3198051678552236,-0.38469947529067655
-0.2483570843874448,-0.17370448985162862
-0.03682998106034352,-0.8951603050642479
-0.12203325033523532,-1.0448449599574479
0.1472785965011285,0.6021797838030324
0.5876762545104015,0.1036957418110658
0.5814658500977636,0.19406157278733324
0.45177173611630167,0.018511407400372965
-0.18802916532801975,-1.1324670897369973
0.07764243255439857,0.7314107112260331
-0.2610927043135072,-1.0569790407069657
-0.25756838205613664,-0.7706596582883183
-0.7687094380882971,0.3654186787617141
0.5934920116312952,0.10592773184960028
-0.7454230562551256,0.3725538644966937
-0.3117784762153432,-0.4914481098454624
0.07214617768076959,0.7310554398568455
0.6221754969665152,0.44585563979256726
-0.7092497770911179,0.7159700625654002
-0.3516096395357544,-0.5137554008427854
0.6252124776369474,0.44889006357380423
-0.7464144884238715,-0.27431709033765134
0.5898965478898701,0.10310603802166876
-0.12553663554599198,-1.0472357799411525
-0.7271502345029194,0.7144446328197182
-0.7502659546808751,0.3697674477519455
-0.32994682155448046,-0.6033802108845
-0.8021098048431117,0.345724117755148
-0.15635395644565003,-0.6652974899903742
0.6227680978845742,0.4448917918295797
-0.32964348977287006,-0.39280019841375124
0.5745224765250871,0.09771022450346853
0.08958440743406892,0.7288638660491299
0.10740673701343267,1.0735286690213
-0.3633473790031248,-0.6226473593308274
0.5873670596769016,0.10290662654273638
0.6717548360044467,-0.9082799203010342
0.6045383849260542,0.5070253079935976
-0.16326733968444707,-0.6713786860202556
0.5379292103760995,0.08248421959911992
0.6255152866030078,0.4478961022433353
-0.7514743088440925,0.366560877366512
-0.2797622867117708,-0.5142618331544301
0.07590646991606825,0.7309457474484122
-0.32467405625435003,-0.38915750096998697
0.6267319446007924,0.4510990987640997
-0.3992698072714682,-0.731932976258706
0.5845889271924636,0.1010280792167508
-0.25191598042643987,-0.26830467176478007
0.5945001621089796,0.10713817327772315
-0.7288786808202594,0.062040763263630366
0.6076026859004418,0.10669332522903238
0.6513148096502188,0.11182191652278348
0.6326480151753233,0.45469852924009846
-0.7508421945266235,0.3676355506256729
0.658281299627568,-0.3106754332607249
0.07135655439054867,0.7291698177579206
0.5941029108818714,0.10713576761418622
-0.3155644258201017,-0.49534460284340176
0.6297845403272406,0.4520480838973068
-0.7439689899767752,0.3719101200574487
0.11239699230404382,1.0759161392517516
0.6662789007560905,-0.30749153835754073
-0.16459524828904581,-0.6709423639593121
-0.20231026277217867,-0.9240534880708392
-0.7581878130376405,0.36363369256984146
0.6658208961080065,-0.30404656390426466
0.6689140548647472,-0.3048498491101781
-0.8205883072523779,0.27810258888455885
0.11865202658359014,1.0810300206331733
0.5941136833549276,0.10636019072603212
-0.7566786841563242,0.36346186734832775
0.08839044641111338,0.7271300437716656
-0.7608512578914708,0.4612800371812701
-0.718439080720788,0.7153302983110135
-0.36224862351366327,-0.335204116859465
-0.8339094021256592,0.7047001787417171
-0.1611907829866015,-0.6712148925325667
0.5266746839654255,0.11085548648144913
0.5592978992340103,0.14840694957931486
-0.8700260019381956,0.3507992434512809
-0.3606860180315082,-0.2714159874399286
0.6660972286003513,-0.02045304252891106
-0.3099352050467216,-0.38872647267521254
0.6751683442832273,-0.013916645661437188
-0.7615434407425601,0.3700653883656638
0.6331308079342657,0.45341545171537645
-0.8153464115687095,0.3742536304029993
-0.27841144881231,-0.5127514396030286
-0.7175994781258829,0.7153370794164036
0.518691078172729,-0.12653316214916227
0.5853366037201919,0.10146197408589
-0.7706397363707569,0.3641475989551103
-0.8092856542456428,0.23377378853580424
-0.13370046815752457,-0.7618563686249005
-0.897097014921836,0.6111373909193591
0.7358993450470985,-0.4296956590797565
-0.38503966516037547,-0.7165717071017121
0.5933311695654855,0.10696437592646799
0.534002747498842,0.11639432436505989
0.5963882292838982,0.10809442460315707
0.5914300857155115,0.10526910639176637
0.5841960122964567,0.43626519913957806
0.6790230614637207,0.4394737741558997
-0.7562196485053616,0.3654512997770424
0.6693037465853193,-0.017931480854623788
0.5924627648132057,0.10669237438452786
0.6259138704637679,0.4499489251967449
0.5916874132026302,0.10468261362981188
0.07722738261437234,0.7328667552968609
0.46281247455450664,-0.25866965481618037
-0.7578670720792404,0.365253384656409
-0.7552589023149359,0.3638042612750645
-0.7168714383538471,0.7119180236124373
0.5910594640073867,0.10553129650764023
-0.752311732414066,0.3659641009966905
0.5937359400976434,0.10778728008024754
0.666113858877635,-0.30290361110687897
0.11609176065634041,1.0778883243838848
0.5922063711324652,0.10540893622933625
0.6665644215478808,-0.019931187331547334
-0.20182001867540494,-0.6361379434670748
0.507579719324667,-0.13439065626897662
-0.2697872125763878,-1.0616686296609594
-0.7133762915888447,0.7140780897646447
-0.12382685846909428,-1.0460107789459403
-0.7141112836988497,0.7150049588936719
0.6759822755712985,-0.012434041536016266
0.6526782621476306,-0.3143290673411367
0.5701447992403463,-0.6912296757636139
0.7086308830393533,-0.6788077955509035
-0.7139960533742877,0.7132127565084824
-0.7186992685561778,0.710327140273707
0.23395686188750636,0.1995839723803743
0.5883618434019813,0.10319444991656943
0.5934633348871592,0.10709473460146604
0.5956811094259562,0.10813058767114272
0.605488605995,0.10228209252406781
0.6310735382527681,0.4525380756049512
0.6328252582229872,0.4544341330788868
-0.21847612090551544,-0.9331193450219657
0.07263047942498835,0.7284641805328986
-0.7565592743639145,0.36376398386282294
0.5984403741650148,0.11096773048831796
0.5978869966488893,0.11046630456875653
0.07982562669421678,0.7341764561155285
0.6019003945993695,0.10449116788734805
-0.7562596540117299,0.3642144924150159
-0.2387692996145267,-0.9040266266135042
-0.7583423542050152,0.362928692397277
-0.3533195113913099,-0.26597732339100566
0.5083077369838294,0.002583244554757197
0.6192832767690224,-0.5647058511948448
-0.3934666623307114,-0.7278760696700171
0.022388263194608515,0.7075182124873709
0.6794547757509397,-0.011503459770321467
0.15184812608195025,0.3224101183354089
-0.14149010712118712,-0.6776605593491393
0.5956299848403861,0.1088352585854532
0.07940131694759156,0.7317934942978027
0.0771432259199013,0.7325876737190232
-0.766914309588205,0.36697176415385413
0.598398037256684,0.11115590664944827
-0.8512295959098364,-0.02073832459824651
-0.23288289601429837,-0.9009166337808913
0.47083014490337755,-0.11213249450198362
-0.27644096964162457,-0.8694378162901548
0.5890123648887324,0.10488042056934196
-0.36770957890124545,-0.6221776155760934
-0.7503117771714682,0.36827104534776334
0.5973902008553238,0.10845401765041249
-0.13413474755942523,-0.7629660358162026
0.639743746282184,0.10195996859587661
0.596172380729032,0.10772263279733682
-0.25729157256238566,-1.054614183371724
-0.716923756971302,0.7168576419603372
0.5911359570019028,0.015478214365262394
0.5940202437003805,0.10715510944387704
-0.7480880622021475,0.3697962173707673
-0.30042351033736436,-0.2537214646465051
-0.7546332911126787,0.3644772454009908
